"AX","M","El","Z","E","DE","J","Thalf","DThalf"
"235U",235,"U","92",664.541,23,"(5/2)-",NA,NA
"235U",235,"U","92",670.99,4,"(7/2)-",NA,NA
"235U",235,"U","92",701.02,3,"(7/2)-",NA,NA
"235U",235,"U","92",703.758,19,"3/2-",NA,NA
"235U",235,"U","92",720.25,3,"(9/2)-",NA,NA
"235U",235,"U","92",750.07,16,"(9/2-)",NA,NA
"235U",235,"U","92",761.05,5,"(1/2)-",NA,NA
"235U",235,"U","92",769.27,6,"1/2+",NA,NA
"235U",235,"U","92",769.5,3,"3/2-",NA,NA
"235U",235,"U","92",777.59,19,"(11/2)-",NA,NA
"235U",235,"U","92",779.51,3,"3/2+",NA,NA
"235U",235,"U","92",805.73,6,"3/2-",NA,NA
"235U",235,"U","92",821.25,4,"5/2+",NA,NA
"235U",235,"U","92",843.859,10,"(1/2)+",NA,NA
"235U",235,"U","92",845.3,10,"(7/2+)",NA,NA
"235U",235,"U","92",865.35,18,"3/2+",NA,NA
"235U",235,"U","92",891.89,15,"5/2+",NA,NA
"235U",235,"U","92",968.451,20,"3/2+",NA,NA
"235U",235,"U","92",970.52,22,"(5/2,7/2)",NA,NA
"235U",235,"U","92",986.65,17,"(13/2-)",NA,NA
"235U",235,"U","92",992.72,22,"(5/2+)",NA,NA
"235U",235,"U","92",1057.58,13,"(7/2)",NA,NA
"235U",235,"U","92",1116.2,20,"(5/2-)",NA,NA
"235NP",235,"NP","93",0,NA,"5/2+","396.1 D",12
"235NP",235,"NP","93",48.8,9,"(5/2)-",NA,NA
"235NP",235,"NP","93",91.6,3,"(7/2)-",NA,NA
"235NP",235,"NP","93",146.8,7,"(9/2)-",NA,NA
"235CM",235,"CM","96",50,NA,NA,NA,NA
"236U",236,"U","92",0,NA,"0+",NA,NA
"236U",236,"U","92",45.244,2,"2+","0.234 NS",6
"236U",236,"U","92",149.478,7,"4+","0.142 NS",10
"236U",236,"U","92",309.786,7,"6+",NA,NA
"236U",236,"U","92",522.25,5,"8+",NA,NA
"236U",236,"U","92",687.59,5,"1-",NA,NA
"236U",236,"U","92",744.2,10,"3-",NA,NA
"236U",236,"U","92",919.16,15,"0+",NA,NA
"236U",236,"U","92",958,10,"(2+)",NA,NA
"236U",236,"U","92",960,10,"(2+)",NA,NA
"236U",236,"U","92",967,10,"1-",NA,NA
"236NP",236,"NP","93",231,50,"(3-)",NA,NA
"236NP",236,"NP","93",273,50,"(4-)",NA,NA
"236NP",236,"NP","93",324,50,"(5-)",NA,NA
"236PU",236,"PU","94",0,NA,"0+",NA,NA
"236PU",236,"PU","94",44.63,10,"2+",NA,NA
"236PU",236,"PU","94",147.45,10,"4+",NA,NA
"236PU",236,"PU","94",305.8,11,"6+",NA,NA
"236CM",236,"CM","96",0,NA,"0+",NA,NA
"236CM",236,"CM","96",45,NA,"2+",NA,NA
"236BK",236,"BK","97",0,NA,"(4+)","22 S",NA
"236BK",236,"BK","97",102,43,"(1+)",NA,NA
"237U",237,"U","92",0,NA,"1/2+","6.75 D",1
"237U",237,"U","92",11.5,6,"3/2+",NA,NA
"237U",237,"U","92",56.3,6,"5/2+",NA,NA
"237U",237,"U","92",83,8,"7/2+",NA,NA
"237U",237,"U","92",160,6,"5/2+","3.1 NS",1
"237U",237,"U","92",204.3,9,"7/2+",NA,NA
"237U",237,"U","92",261,10,"9/2+",NA,NA
"237U",237,"U","92",274,12,"(7/2)-","155 NS",6
"237U",237,"U","92",318.3,5,"(9/2-)",NA,NA
"237U",237,"U","92",328.5,NA,"11/2+",NA,NA
"237U",237,"U","92",368.8,6,"(11/2-)",NA,NA
"237NP",237,"NP","93",0,NA,"5/2+","2.144E+6 Y",7
"237NP",237,"NP","93",33.19632,22,"7/2+","4 NS",NA
"237NP",237,"NP","93",59.5409,10,"5/2-","67.2 NS",7
"237NP",237,"NP","93",75.9,5,"9/2+",NA,NA
"237NP",237,"NP","93",102.959,3,"7/2-",NA,NA
"237NP",237,"NP","93",129.99,3,"11/2+",NA,NA
"237NP",237,"NP","93",158.5,11,"9/2-",NA,NA
"237NP",237,"NP","93",226.005,8,"11/2-",NA,NA
"237NP",237,"NP","93",267.566,17,"3/2-",NA,NA
"237NP",237,"NP","93",305.05,3,"13/2-",NA,NA
"237NP",237,"NP","93",316.8,2,NA,NA,NA
"237NP",237,"NP","93",324.421,23,"(7/2-)",NA,NA
"237NP",237,"NP","93",332.382,18,"1/2+",NA,NA
"237NP",237,"NP","93",359.92,20,"(5/2-)",NA,NA
"237NP",237,"NP","93",368.615,20,"5/2+",NA,NA
"237NP",237,"NP","93",370.931,23,"3/2+",NA,NA
"237NP",237,"NP","93",395.57,3,"15/2-",NA,NA
"237NP",237,"NP","93",418.2,1,NA,NA,NA
"237NP",237,"NP","93",434.12,5,"(11/2-)",NA,NA
"237NP",237,"NP","93",444.78,10,NA,NA,NA
"237NP",237,"NP","93",452.547,22,"9/2+",NA,NA
"237NP",237,"NP","93",459.694,24,"7/2+",NA,NA
"237NP",237,"NP","93",486.22,9,"(9/2-)",NA,NA
"237NP",237,"NP","93",497.01,5,"17/2-",NA,NA
"237NP",237,"NP","93",546.12,6,"(5/2-)",NA,NA
"237NP",237,"NP","93",590.09,4,"(7/2-)",NA,NA
"237NP",237,"NP","93",592.33,7,"13/2+",NA,NA
"237NP",237,"NP","93",597.99,9,"11/2+",NA,NA
"237NP",237,"NP","93",666.2,9,"(5/2+,7/2-)",NA,NA
"237NP",237,"NP","93",721.961,13,"5/2-",NA,NA
"237NP",237,"NP","93",755.685,19,"7/2-",NA,NA
"237NP",237,"NP","93",799.82,4,"9/2-",NA,NA
"237PU",237,"PU","94",0,6,"7/2-",NA,NA
"237PU",237,"PU","94",47.3,6,"9/2-",NA,NA
"237PU",237,"PU","94",106.3,6,"11/2-",NA,NA
"237PU",237,"PU","94",145.536,9,"1/2+","0.18 S",2
"237PU",237,"PU","94",157.9,6,"3/2+",NA,NA
"237PU",237,"PU","94",171.3,6,"13/2-",NA,NA
"237PU",237,"PU","94",201.1,2,"5/2+",NA,NA
"237PU",237,"PU","94",223.2,5,"7/2+",NA,NA
"237PU",237,"PU","94",302.5,4,"9/2+",NA,NA
"237PU",237,"PU","94",369.6,4,"3/2+",NA,NA
"237PU",237,"PU","94",402.2,5,"5/2+",NA,NA
"237CM",237,"CM","96",194,NA,NA,NA,NA
"238U",238,"U","92",0,NA,"0+","4.468E9 Y",6
"238U",238,"U","92",44.915,13,"2+","225 PS",20
"238U",238,"U","92",148.42,4,"4+",NA,NA
"238U",238,"U","92",307.44,4,"6+",NA,NA
"238NP",238,"NP","93",26.45,16,"3+",NA,NA
"238NP",238,"NP","93",86.651,15,"3+",NA,NA
"238NP",238,"NP","93",136.021,14,"3-","6.0 NS",NA
"238NP",238,"NP","93",179.145,18,"4-",NA,NA
"238NP",238,"NP","93",215.503,16,"3-",NA,NA
"238NP",238,"NP","93",232.82,3,"5-",NA,NA
"238NP",238,"NP","93",275.505,23,"5+",NA,NA
"238NP",238,"NP","93",297.01,5,"(6-)",NA,NA
"238NP",238,"NP","93",299.25,6,"(3+)",NA,NA
"238NP",238,"NP","93",300.726,25,"(6-)",NA,NA
"238NP",238,"NP","93",300.79,5,"1-,2,3,4-",NA,NA
"238NP",238,"NP","93",334.8,NA,"1- TO 3-",NA,NA
"238NP",238,"NP","93",342.39,18,"5-",NA,NA
"238NP",238,"NP","93",374.7,10,"(5+)",NA,NA
"238NP",238,"NP","93",376.68,7,"(6-)",NA,NA
"238NP",238,"NP","93",397.3,15,NA,NA,NA
"238NP",238,"NP","93",407.58,7,"6-",NA,NA
"238NP",238,"NP","93",459.6,6,"(6+)",NA,NA
"238NP",238,"NP","93",470,2,"1- TO 4-",NA,NA
"238NP",238,"NP","93",484,3,"7-",NA,NA
"238NP",238,"NP","93",525.3,15,"(7+)",NA,NA
"238NP",238,"NP","93",578.7,NA,NA,NA,NA
"238PU",238,"PU","94",0,NA,"0+","87.74 Y",4
"238PU",238,"PU","94",44.08,3,"2+","177 PS",5
"238PU",238,"PU","94",146,5,"4+",NA,NA
"238PU",238,"PU","94",303.42,7,"6+",NA,NA
"238PU",238,"PU","94",513.62,16,"8+",NA,NA
"238PU",238,"PU","94",605.08,7,"1-",NA,NA
"238PU",238,"PU","94",661.28,11,"3-",NA,NA
"238PU",238,"PU","94",763.22,12,"5-",NA,NA
"238PU",238,"PU","94",941.44,9,"0+",NA,NA
"238PU",238,"PU","94",962.72,8,"1-",NA,NA
"238PU",238,"PU","94",983,9,"2+",NA,NA
"238PU",238,"PU","94",1018.6,3,NA,NA,NA
"238PU",238,"PU","94",1028.62,5,"2+",NA,NA
"238PU",238,"PU","94",1125.79,17,"(4+)",NA,NA
"238PU",238,"PU","94",1228.69,22,"0+",NA,NA
"238PU",238,"PU","94",1264.29,22,"2+",NA,NA
"238CM",238,"CM","96",0,NA,"0+",NA,NA
"238CM",238,"CM","96",35,7,"2+",NA,NA
"238BK",238,"BK","97",0,NA,NA,"144 S",5
"238BK",238,"BK","97",0,NA,NA,"144 S",5
"239NP",239,"NP","93",0,NA,"5/2+",NA,NA
"239NP",239,"NP","93",31.13,21,"7/2+",NA,NA
"239NP",239,"NP","93",74.66,18,"5/2-","1.39 NS",3
"239NP",239,"NP","93",117.84,3,"7/2-","0.04 NS",NA
"239NP",239,"NP","93",173.02,4,"9/2-",NA,NA
"239NP",239,"NP","93",240.8,9,"(11/2-)",NA,NA
"239NP",239,"NP","93",267,3,"(5/2+)",NA,NA
"239NP",239,"NP","93",317.4,15,"(13/2-)",NA,NA
"239NP",239,"NP","93",325,3,"(5/2-)",NA,NA
"239NP",239,"NP","93",347,3,"(7/2+,9/2+)",NA,NA
"239NP",239,"NP","93",359,3,"(9/2+)",NA,NA
"239NP",239,"NP","93",411,3,NA,NA,NA
"239NP",239,"NP","93",427,3,NA,NA,NA
"239NP",239,"NP","93",438,3,"(11/2+)",NA,NA
"239NP",239,"NP","93",662.2,NA,"(5/2-)",NA,NA
"239PU",239,"PU","94",511.84,1,"7/2+",NA,NA
"239PU",239,"PU","94",511.84,1,"7/2+",NA,NA
"239PU",239,"PU","94",0,NA,"1/2+",NA,NA
"239PU",239,"PU","94",7.8607,20,"3/2+",NA,NA
"239PU",239,"PU","94",57.275,20,"5/2+",NA,NA
"239PU",239,"PU","94",75.7055,23,"7/2+",NA,NA
"239PU",239,"PU","94",163.755,23,"9/2+",NA,NA
"239PU",239,"PU","94",192.8,10,"11/2+",NA,NA
"239PU",239,"PU","94",285.4594,17,"5/2+","1.2 NS",NA
"239PU",239,"PU","94",330.124,3,"7/2+",NA,NA
"239PU",239,"PU","94",387.419,20,"9/2+",NA,NA
"239PU",239,"PU","94",391.5847,22,"7/2-",NA,NA
"239PU",239,"PU","94",427,3,NA,NA,NA
"239PU",239,"PU","94",434,3,"(9/2-)",NA,NA
"239PU",239,"PU","94",451,5,NA,NA,NA
"239PU",239,"PU","94",462,3,"(11/2+)",NA,NA
"239PU",239,"PU","94",469.8,4,"(1/2-)",NA,NA
"239PU",239,"PU","94",481,3,NA,NA,NA
"239PU",239,"PU","94",487,3,"(11/2-)",NA,NA
"239PU",239,"PU","94",492.1,3,"3/2-",NA,NA
"239PU",239,"PU","94",499,3,NA,NA,NA
"239PU",239,"PU","94",505.56,20,"(5/2-)",NA,NA
"239PU",239,"PU","94",538,3,NA,NA,NA
"239PU",239,"PU","94",543,3,NA,NA,NA
"239PU",239,"PU","94",556.2,5,"(7/2-)",NA,NA
"239PU",239,"PU","94",746,3,NA,NA,NA
"239PU",239,"PU","94",756,3,NA,NA,NA
"239PU",239,"PU","94",763,3,NA,NA,NA
"239PU",239,"PU","94",813,3,NA,NA,NA
"239PU",239,"PU","94",850,15,NA,NA,NA
"239AM",239,"AM","95",0,NA,"(5/2)-","11.9 H",1
"239AM",239,"AM","95",40.7,7,"(7/2-)",NA,NA
"239AM",239,"AM","95",94,6,"(9/2-)",NA,NA
"239AM",239,"AM","95",156,7,"(11/2-)",NA,NA
"239AM",239,"AM","95",187.1,5,"(5/2+)",NA,NA
"239AM",239,"AM","95",220,6,"(7/2+)",NA,NA
"239AM",239,"AM","95",260,6,"(9/2+)",NA,NA
"239AM",239,"AM","95",317,7,"(11/2+)",NA,NA
"239AM",239,"AM","95",370,NA,"(13/2+)",NA,NA
"239AM",239,"AM","95",557,6,"(3/2-)",NA,NA
"239AM",239,"AM","95",586,6,"(5/2-)",NA,NA
"239CM",239,"CM","96",130,NA,NA,NA,NA
"239CM",239,"CM","96",242,NA,"(1/2+)",NA,NA
"239BK",239,"BK","97",197,14,NA,NA,NA
"239BK",239,"BK","97",0,NA,"(3/2-,7/2+)",NA,NA
"239BK",239,"BK","97",47,10,"(7/2+,3/2-)",NA,NA
"239BK",239,"BK","97",197,14,NA,NA,NA
"239CF",239,"CF","98",0,NA,NA,"39 S",NA
"240U",240,"U","92",0,NA,"0+",NA,NA
"240U",240,"U","92",44,2,"(2+)",NA,NA
"240PU",240,"PU","94",0,NA,"0+",NA,NA
"240PU",240,"PU","94",42.824,8,"2+","164 PS",5
"240PU",240,"PU","94",141.69,15,"4+",NA,NA
"240PU",240,"PU","94",294.319,24,"6+",NA,NA
"240PU",240,"PU","94",497.52,21,"8+",NA,NA
"240PU",240,"PU","94",597.34,4,"1-",NA,NA
"240PU",240,"PU","94",648.85,4,"3-",NA,NA
"240PU",240,"PU","94",860.71,7,"0+",NA,NA
"240PU",240,"PU","94",900.32,4,"2+",NA,NA
"240AM",240,"AM","95",0,NA,"(3-)",NA,NA
"240AM",240,"AM","95",43,NA,"(4-)",NA,NA
"240CM",240,"CM","96",0,NA,"0+",NA,NA
"240CM",240,"CM","96",38,5,"(2+)",NA,NA
"240BK",240,"BK","97",240,10,NA,NA,NA
"241PU",241,"PU","94",0,NA,"5/2+","14.290 Y",6
"241PU",241,"PU","94",41.969,14,"7/2+",NA,NA
"241PU",241,"PU","94",95.786,3,"9/2+",NA,NA
"241PU",241,"PU","94",161.26,3,"11/2+",NA,NA
"241PU",241,"PU","94",161.73,5,"1/2+",NA,NA
"241PU",241,"PU","94",175.043,17,"7/2+",NA,NA
"241PU",241,"PU","94",231.933,13,"9/2+",NA,NA
"241PU",241,"PU","94",260.5,13,NA,NA,NA
"241PU",241,"PU","94",301.166,17,"11/2+",NA,NA
"241PU",241,"PU","94",376,NA,"1/2,3/2",NA,NA
"241PU",241,"PU","94",384,NA,NA,NA,NA
"241AM",241,"AM","95",0,NA,"5/2-",NA,NA
"241AM",241,"AM","95",41.176,3,"7/2-",NA,NA
"241AM",241,"AM","95",93.7,10,"9/2-",NA,NA
"241AM",241,"AM","95",157.5,18,"11/2-",NA,NA
"241AM",241,"AM","95",205.883,10,"5/2+",NA,NA
"241AM",241,"AM","95",235.2,5,"7/2+",NA,NA
"241AM",241,"AM","95",239,NA,NA,NA,NA
"241AM",241,"AM","95",270,NA,NA,NA,NA
"241AM",241,"AM","95",273.2,5,"9/2+",NA,NA
"241AM",241,"AM","95",319.8,10,"11/2+",NA,NA
"241AM",241,"AM","95",381.1,1,"13/2+",NA,NA
"241AM",241,"AM","95",459,NA,NA,NA,NA
"241AM",241,"AM","95",471.81,9,"3/2-",NA,NA
"241AM",241,"AM","95",495,NA,NA,NA,NA
"241AM",241,"AM","95",504.449,9,"5/2-",NA,NA
"241AM",241,"AM","95",543,NA,NA,NA,NA
"241AM",241,"AM","95",550.4,4,"7/2-",NA,NA
"241CM",241,"CM","96",0,NA,"1/2+",NA,NA
"241CM",241,"CM","96",56.1,NA,"(5/2+)",NA,NA
"241CM",241,"CM","96",81,NA,"(7/2+)",NA,NA
"241CM",241,"CM","96",124,NA,"(7/2+)",NA,NA
"241CM",241,"CM","96",163,NA,"(9/2+)",NA,NA
"241BK",241,"BK","97",0,NA,"(7/2+)","4.6 M",4
"241BK",241,"BK","97",51,4,"(3/2-)",NA,NA
"241BK",241,"BK","97",82,6,"(5/2-)",NA,NA
"241BK",241,"BK","97",128,7,"(7/2-)",NA,NA
"241CF",241,"CF","98",155,NA,NA,NA,NA
"241ES",241,"ES","99",NA,NA,NA,NA,NA
"241ES",241,"ES","99",NA,NA,NA,NA,NA
"242PU",242,"PU","94",0,NA,"0+",NA,NA
"242PU",242,"PU","94",44.54,2,"2+",NA,NA
"242CM",242,"CM","96",0,NA,"0+","162.8 D",2
"242CM",242,"CM","96",42.13,5,"2+",NA,NA
"242CM",242,"CM","96",137,2,"4+",NA,NA
"242CM",242,"CM","96",288,6,"6+",NA,NA
"242BK",242,"BK","97",250,NA,NA,NA,NA
"242CF",242,"CF","98",0,NA,"0+","3.7 M",5
"242CF",242,"CF","98",45,NA,"2+",NA,NA
"242ES",242,"ES","99",NA,NA,NA,NA,NA
"243PU",243,"PU","94",0,NA,"7/2+",NA,NA
"243PU",243,"PU","94",58.13,22,"9/2+",NA,NA
"243PU",243,"PU","94",124.8,7,"11/2+",NA,NA
"243PU",243,"PU","94",287.46,19,"5/2+",NA,NA
"243PU",243,"PU","94",333.21,24,"7/2+",NA,NA
"243PU",243,"PU","94",402.6,3,"9/2-",NA,NA
"243PU",243,"PU","94",455,5,"11/2-",NA,NA
"243AM",243,"AM","95",0,NA,"5/2-","7364 Y",22
"243AM",243,"AM","95",42,3,"7/2-",NA,NA
"243AM",243,"AM","95",84,3,"5/2+",NA,NA
"243AM",243,"AM","95",108,7,"7/2+",NA,NA
"243AM",243,"AM","95",143,7,"(9/2+)",NA,NA
"243AM",243,"AM","95",188,7,"(11/2+)",NA,NA
"243AM",243,"AM","95",265,10,"3/2-",NA,NA
"243AM",243,"AM","95",298,7,"(5/2-)",NA,NA
"243AM",243,"AM","95",344,7,"(7/2-)",NA,NA
"243CM",243,"CM","96",95,16,"(7/2+)",NA,NA
"243CM",243,"CM","96",154,16,"(9/2+)",NA,NA
"243BK",243,"BK","97",18,NA,"(7/2+)",NA,NA
"243BK",243,"BK","97",67,20,"(9/2+)",NA,NA
"243BK",243,"BK","97",131,20,"(11/2+)",NA,NA
"243CF",243,"CF","98",315,NA,"(7/2+)",NA,NA
"243CF",243,"CF","98",0,NA,"(1/2+)",NA,NA
"243ES",243,"ES","99",NA,NA,"(7/2-)",NA,NA
"243ES",243,"ES","99",NA,NA,"(7/2+)","23 S",2
"243ES",243,"ES","99",NA,NA,"(7/2-)",NA,NA
"243ES",243,"ES","99",NA,NA,"(7/2-)",NA,NA
"243ES",243,"ES","99",NA,NA,"(1/2-)",NA,NA
"244PU",244,"PU","94",0,NA,"0+",NA,NA
"244PU",244,"PU","94",44.2,4,"2+",NA,NA
"244PU",244,"PU","94",149.9,6,"4+",NA,NA
"244PU",244,"PU","94",307.6,15,"6+",NA,NA
"244CM",244,"CM","96",0,NA,"0+",NA,NA
"244CM",244,"CM","96",42.957,9,"2+",NA,NA
"244CM",244,"CM","96",142.34,10,"4+",NA,NA
"244BK",244,"BK","97",140,NA,NA,NA,NA
"244BK",244,"BK","97",170,NA,NA,NA,NA
"244BK",244,"BK","97",200,NA,NA,NA,NA
"244CF",244,"CF","98",0,NA,"0+",NA,NA
"244CF",244,"CF","98",37,22,"2+",NA,NA
"244ES",244,"ES","99",240,NA,NA,NA,NA
"244ES",244,"ES","99",240,NA,NA,NA,NA
"244ES",244,"ES","99",240,NA,NA,NA,NA
"244ES",244,"ES","99",200,NA,NA,NA,NA
"244ES",244,"ES","99",240,NA,NA,NA,NA
"245AM",245,"AM","95",0,NA,"(5/2)+","2.05 H",1
"245AM",245,"AM","95",20,10,"(7/2)+",NA,NA
"245AM",245,"AM","95",48.2,14,"(9/2+)",NA,NA
"245AM",245,"AM","95",51,NA,NA,NA,NA
"245AM",245,"AM","95",87,NA,"(11/2+)",NA,NA
"245AM",245,"AM","95",117,NA,NA,NA,NA
"245AM",245,"AM","95",125,NA,"(9/2-)",NA,NA
"245AM",245,"AM","95",190.8,2,"(11/2-)",NA,NA
"245AM",245,"AM","95",290,NA,NA,NA,NA
"245AM",245,"AM","95",327.2,5,"7/2+",NA,NA
"245AM",245,"AM","95",398,NA,"9/2+",NA,NA
"245CM",245,"CM","96",0,NA,"7/2+","8500 Y",100
"245CM",245,"CM","96",54.789,13,"9/2+","0.10 NS",NA
"245CM",245,"CM","96",121.584,16,"11/2+",NA,NA
"245CM",245,"CM","96",197.4,20,"13/2+",NA,NA
"245CM",245,"CM","96",252.84,17,"5/2+",NA,NA
"245CM",245,"CM","96",295.708,14,"7/2+",NA,NA
"245CM",245,"CM","96",350.66,3,"9/2+",NA,NA
"245CM",245,"CM","96",388.181,13,"9/2-","0.450 NS",20
"245CM",245,"CM","96",416.61,4,"11/2+",NA,NA
"245CM",245,"CM","96",442.918,21,"11/2-",NA,NA
"245CM",245,"CM","96",497.6,10,"13/2+",NA,NA
"245CM",245,"CM","96",508.87,3,"13/2-",NA,NA
"245CM",245,"CM","96",545,3,NA,NA,NA
"245CM",245,"CM","96",554.7,3,"(11/2+)",NA,NA
"245CM",245,"CM","96",587.9,10,"(15/2-)",NA,NA
"245CM",245,"CM","96",597.6,15,"(15/2+)",NA,NA
"245CM",245,"CM","96",638,NA,NA,NA,NA
"245CM",245,"CM","96",643.64,22,"(7/2-)",NA,NA
"245CM",245,"CM","96",672,3,"(17/2-)",NA,NA
"245CM",245,"CM","96",701.817,21,"(9/2-)",NA,NA
"245CM",245,"CM","96",722,3,"(7/2+)",NA,NA
"245CM",245,"CM","96",736.3,5,NA,NA,NA
"245CM",245,"CM","96",771.86,4,"(11/2-)",NA,NA
"245CM",245,"CM","96",774.3,7,"(11/2-)",NA,NA
"245CM",245,"CM","96",785.23,9,"(9/2+)",NA,NA
"245CM",245,"CM","96",841.1,5,NA,NA,NA
"245CM",245,"CM","96",852.59,10,"(11/2+)",NA,NA
"245CM",245,"CM","96",866,NA,"(13/2-)",NA,NA
"245CM",245,"CM","96",906.6,5,NA,NA,NA
"245CM",245,"CM","96",936,NA,NA,NA,NA
"245CM",245,"CM","96",971.381,21,NA,NA,NA
"245CM",245,"CM","96",1009,NA,NA,NA,NA
"245BK",245,"BK","97",NA,NA,"7/2(+)",NA,NA
"245BK",245,"BK","97",NA,NA,NA,NA,NA
"245CF",245,"CF","98",0,NA,"(1/2+)","45.0 M",15
"245CF",245,"CF","98",55,10,"(7/2+)",NA,NA
"245ES",245,"ES","99",NA,3,"7/2-",NA,NA
"246CM",246,"CM","96",0,NA,"0+","4754 Y",66
"246CM",246,"CM","96",42.852,5,"2+",NA,NA
"246CM",246,"CM","96",142,3,"4+",NA,NA
"246CM",246,"CM","96",293,3,"6+",NA,NA
"246CF",246,"CF","98",0,NA,"0+",NA,NA
"246CF",246,"CF","98",44,NA,"(2+)",NA,NA
"246ES",246,"ES","99",NA,NA,NA,"7.5 M",5
"246ES",246,"ES","99",NA,NA,NA,"7.5 M",5
"247CM",247,"CM","96",0,NA,"9/2-","1.56E+7 Y",5
"247CM",247,"CM","96",61.67,4,"11/2-",NA,NA
"247CM",247,"CM","96",134.66,6,"13/2-",NA,NA
"247CM",247,"CM","96",219.02,7,"15/2-",NA,NA
"247CM",247,"CM","96",227.379,19,"5/2+","26.3 US",3
"247CM",247,"CM","96",265.86,4,"(7/2+)",NA,NA
"247CM",247,"CM","96",285.41,5,"(7/2+)",NA,NA
"247CM",247,"CM","96",318.31,5,"9/2+",NA,NA
"247CM",247,"CM","96",345.89,6,"(9/2+)",NA,NA
"247CM",247,"CM","96",404.9,3,"1/2+","100.6 NS",6
"247CM",247,"CM","96",432.98,23,"(3/2+)",NA,NA
"247CM",247,"CM","96",448.8,13,"(5/2+)",NA,NA
"247CM",247,"CM","96",516.68,11,"(7/2+)",NA,NA
